Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1243465,CHOLERA_0000000001,COUNTRY,FRA,YEAR,EUR,Europe,,1997,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1259492,CHOLERA_0000000001,COUNTRY,MRT,YEAR,AFR,Africa,,1988,,,,,,,,575,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
1259633,CHOLERA_0000000001,COUNTRY,ISR,YEAR,EUR,Europe,,1982,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
1266657,CHOLERA_0000000001,COUNTRY,CIV,YEAR,AFR,Africa,,1979,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1273945,CHOLERA_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,,2011,,,,,,,,1072,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1275433,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1984,,,,,,,,492,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
1276714,CHOLERA_0000000001,COUNTRY,PER,YEAR,AMR,Americas,,1998,,,,,,,,41717,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1276939,CHOLERA_0000000001,COUNTRY,CUB,YEAR,AMR,Americas,,2013,,,,,,,,181,181.0,,,,2014-08-29T13:48:36+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1277643,CHOLERA_0000000001,COUNTRY,GNB,YEAR,AFR,Africa,,2012,,,,,,,,3068,3068.0,,,,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1277983,CHOLERA_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,,1974,,,,,,,,632,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1280107,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1996,,,,,,,,8922,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1284594,CHOLERA_0000000001,COUNTRY,FRA,YEAR,EUR,Europe,,1990,,,,,,,,6,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1285497,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,2003,,,,,,,,34740,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1291526,CHOLERA_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,,1962,,,,,,,,13015,,,,,2013-06-11T14:04:28+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
1292196,CHOLERA_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2010,,,,,,,,3,,,,3 of 3 reported cases are imported.,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1301523,CHOLERA_0000000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,,1980,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1303003,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1981,,,,,,,,1582,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1308914,CHOLERA_0000000001,COUNTRY,FIN,YEAR,EUR,Europe,,2008,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1312266,CHOLERA_0000000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,1991,,,,,,,,422,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1315890,CHOLERA_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,,1996,,,,,,,,5522,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1323488,CHOLERA_0000000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,1998,,,,,,,,4417,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1333262,CHOLERA_0000000001,COUNTRY,VEN,YEAR,AMR,Americas,,1996,,,,,,,,269,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1335422,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,1975,,,,,,,,4888,,,,,2013-06-11T14:04:28+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
1337225,CHOLERA_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,,1991,,,,,,,,41,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1357348,CHOLERA_0000000001,COUNTRY,TZA,YEAR,AFR,Africa,,1974,,,,,,,,10,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1363171,CHOLERA_0000000001,COUNTRY,LAO,YEAR,WPR,Western Pacific,,1994,,,,,,,,9660,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1363189,CHOLERA_0000000001,COUNTRY,ECU,YEAR,AMR,Americas,,2000,,,,,,,,27,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1365936,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,1978,,,,,,,,1853,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1373176,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,1983,,,,,,,,487,,,,,2013-06-11T14:04:28+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1375109,CHOLERA_0000000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,,1950,,,,,,,,9,,,,,2013-06-11T14:04:28+02:00,1950,1950-01-01T00:00:00+01:00,1950-12-31T00:00:00+01:00
1403338,CHOLERA_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,,1987,,,,,,,,6353,,,,,2013-06-11T14:04:28+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1404758,CHOLERA_0000000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,,2007,,,,,,,,1946,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1405079,CHOLERA_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,,1994,,,,,,,,91,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1406303,CHOLERA_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,,1978,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1411771,CHOLERA_0000000001,COUNTRY,GIN,YEAR,AFR,Africa,,1999,,,,,,,,599,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1417281,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1974,,,,,,,,41474,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1424335,CHOLERA_0000000001,COUNTRY,DEU,YEAR,EUR,Europe,,1982,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
1427068,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,1976,,,,,,,,102,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1442504,CHOLERA_0000000001,COUNTRY,COD,YEAR,AFR,Africa,,1985,,,,,,,,740,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1450952,CHOLERA_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,,1981,,,,,,,,34,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1456365,CHOLERA_0000000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,4697,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1462438,CHOLERA_0000000001,COUNTRY,CMR,YEAR,AFR,Africa,,2004,,,,,,,,8005,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1462870,CHOLERA_0000000001,COUNTRY,ROU,YEAR,EUR,Europe,,1993,,,,,,,,15,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1468074,CHOLERA_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,,1979,,,,,,,,1788,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1468281,CHOLERA_0000000001,COUNTRY,PER,YEAR,AMR,Americas,,1995,,,,,,,,22397,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1475754,CHOLERA_0000000001,COUNTRY,SWE,YEAR,EUR,Europe,,1976,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1476206,CHOLERA_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,,1998,,,,,,,,7151,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1481299,CHOLERA_0000000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,1978,,,,,,,,1662,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1499954,CHOLERA_0000000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,55,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1515764,CHOLERA_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,,1966,,,,,,,,401,,,,,2013-06-11T14:04:28+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
1519449,CHOLERA_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,,2013,,,,,,,,528,528.0,,,,2014-08-29T13:48:42+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1533757,CHOLERA_0000000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,,1994,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1537503,CHOLERA_0000000001,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,2005,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1540948,CHOLERA_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,,2003,,,,,,,,12,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1551361,CHOLERA_0000000001,COUNTRY,SLV,YEAR,AMR,Americas,,2000,,,,,,,,631,,,,1 of 631 reported cases are imported.,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1556766,CHOLERA_0000000001,COUNTRY,CHE,YEAR,EUR,Europe,,2006,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1557041,CHOLERA_0000000001,COUNTRY,COD,YEAR,AFR,Africa,,2001,,,,,,,,5728,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1561290,CHOLERA_0000000001,COUNTRY,BEL,YEAR,EUR,Europe,,1993,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1563696,CHOLERA_0000000001,COUNTRY,COG,YEAR,AFR,Africa,,1997,,,,,,,,275,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1564854,CHOLERA_0000000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,,1981,,,,,,,,157,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1571522,CHOLERA_0000000001,COUNTRY,CAN,YEAR,AMR,Americas,,2009,,,,,,,,2,,,,2 of 2 reported cases are imported.,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1573140,CHOLERA_0000000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,2775,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1574652,CHOLERA_0000000001,COUNTRY,TZA,YEAR,AFR,Africa,,2011,,,,,,,,942,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1576660,CHOLERA_0000000001,COUNTRY,GMB,YEAR,AFR,Africa,,1985,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1577701,CHOLERA_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,,2012,,,,,,,,29,29.0,,,,2013-10-03T09:18:21+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1580761,CHOLERA_0000000001,COUNTRY,EST,YEAR,EUR,Europe,,1993,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1586082,CHOLERA_0000000001,COUNTRY,SLE,YEAR,AFR,Africa,,1994,,,,,,,,9709,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1587447,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,1957,,,,,,,,8054,,,,,2013-06-11T14:04:28+02:00,1957,1957-01-01T00:00:00+01:00,1957-12-31T00:00:00+01:00
1588591,CHOLERA_0000000001,COUNTRY,USA,YEAR,AMR,Americas,,1993,,,,,,,,19,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1590943,CHOLERA_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,,1973,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
1591383,CHOLERA_0000000001,COUNTRY,HND,YEAR,AMR,Americas,,2001,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1592437,CHOLERA_0000000001,COUNTRY,BLR,YEAR,EUR,Europe,,1994,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1597439,CHOLERA_0000000001,COUNTRY,MRT,YEAR,AFR,Africa,,2006,,,,,,,,25,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1603085,CHOLERA_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,,2014,,,,,,,,14,14.0,,,,2015-10-02T09:47:54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1608705,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,1991,,,,,,,,8088,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1609541,CHOLERA_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,,1998,,,,,,,,22432,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1622700,CHOLERA_0000000001,COUNTRY,MLI,YEAR,AFR,Africa,,1985,,,,,,,,3759,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1625777,CHOLERA_0000000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2013,,,,,,,,6864,6864.0,,,,2014-08-29T13:48:47+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1627468,CHOLERA_0000000001,COUNTRY,TGO,YEAR,AFR,Africa,,1998,,,,,,,,3217,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1633654,CHOLERA_0000000001,COUNTRY,NLD,YEAR,EUR,Europe,,2004,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1633963,CHOLERA_0000000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,38,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1642145,CHOLERA_0000000001,COUNTRY,GNB,YEAR,AFR,Africa,,1995,,,,,,,,119,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1647661,CHOLERA_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,,1986,,,,,,,,91,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1648203,CHOLERA_0000000001,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,1977,,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1651262,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,1990,,,,,,,,644,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1655821,CHOLERA_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,,1992,,,,,,,,479,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
2888777,CHOLERA_0000000001,COUNTRY,CUB,YEAR,AMR,Americas,,2014,,,,,,,,76,76.0,,,,2015-10-02T09:47:54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2888882,CHOLERA_0000000001,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,19,,,,19 of 19 reported cases are imported.,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2891628,CHOLERA_0000000001,COUNTRY,BLZ,YEAR,AMR,Americas,,1993,,,,,,,,135,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2893861,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,1961,,,,,,,,2663,,,,,2013-06-11T14:04:28+02:00,1961,1961-01-01T00:00:00+01:00,1961-12-31T00:00:00+01:00
2898913,CHOLERA_0000000001,COUNTRY,GBR,YEAR,EUR,Europe,,1995,,,,,,,,10,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2899518,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,1952,,,,,,,,347,,,,,2013-06-11T14:04:28+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
2923553,CHOLERA_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,,1977,,,,,,,,17,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
2932110,CHOLERA_0000000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,1999,,,,,,,,1985,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2954846,CHOLERA_0000000001,COUNTRY,SEN,YEAR,AFR,Africa,,2012,,,,,,,,1,1.0,,,,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2971563,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2003,,,,,,,,223,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
2971957,CHOLERA_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,,1970,,,,,,,,175,,,,,2013-06-11T14:04:28+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
2975830,CHOLERA_0000000001,COUNTRY,GMB,YEAR,AFR,Africa,,1995,,,,,,,,15,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2975839,CHOLERA_0000000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,2010,,,,,,,,1790,,,,,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2977939,CHOLERA_0000000001,COUNTRY,COG,YEAR,AFR,Africa,,2006,,,,,,,,175,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2988203,CHOLERA_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,,1993,,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2993660,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,1982,,,,,,,,11051,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
2995053,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,1974,,,,,,,,483,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
2996739,CHOLERA_0000000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2004,,,,,,,,16,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2998033,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1984,,,,,,,,7921,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
3014220,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2012,,,,,,,,77,77.0,,,2 of 77 reported cases are imported. ,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3027055,CHOLERA_0000000001,COUNTRY,NER,YEAR,AFR,Africa,,1999,,,,,,,,1186,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
3027622,CHOLERA_0000000001,COUNTRY,CIV,YEAR,AFR,Africa,,2015,,,,,,,,199,199.0,,,,2016-09-16T09:32:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3032975,CHOLERA_0000000001,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,1982,,,,,,,,309,,,,,2013-06-11T14:04:28+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
3037653,CHOLERA_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,,1991,,,,,,,,537,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
3045380,CHOLERA_0000000001,COUNTRY,DNK,YEAR,EUR,Europe,,2004,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3047031,CHOLERA_0000000001,COUNTRY,AUT,YEAR,EUR,Europe,,2002,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3052386,CHOLERA_0000000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,41643,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3061508,CHOLERA_0000000001,COUNTRY,ITA,YEAR,EUR,Europe,,2006,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3065861,CHOLERA_0000000001,COUNTRY,ITA,YEAR,EUR,Europe,,1995,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
3068002,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,1989,,,,,,,,597,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
3078233,CHOLERA_0000000001,COUNTRY,FRA,YEAR,EUR,Europe,,2002,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3083311,CHOLERA_0000000001,COUNTRY,GIN,YEAR,AFR,Africa,,2002,,,,,,,,61,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3086567,CHOLERA_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,,1981,,,,,,,,24,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
3088837,CHOLERA_0000000001,COUNTRY,CMR,YEAR,AFR,Africa,,1988,,,,,,,,4,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
