Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5707973,CHOLERA_0000000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,1976,,,,,,,,185,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
5710838,CHOLERA_0000000001,COUNTRY,CPV,YEAR,AFR,Africa,,1976,,,,,,,,219,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
5716536,CHOLERA_0000000001,COUNTRY,ARG,YEAR,AMR,Americas,,1996,,,,,,,,474,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5717616,CHOLERA_0000000001,COUNTRY,ESP,YEAR,EUR,Europe,,1979,,,,,,,,267,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5719278,CHOLERA_0000000001,COUNTRY,SWZ,YEAR,AFR,Africa,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5719629,CHOLERA_0000000001,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,,1976,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
5725364,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,2011,,,,,,,,1146,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5726082,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,2011,,,,,,,,10628,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5730514,CHOLERA_0000000001,COUNTRY,SEN,YEAR,AFR,Africa,,1985,,,,,,,,2988,,,,,2013-06-11T14:04:28+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
5735448,CHOLERA_0000000001,COUNTRY,GTM,YEAR,AMR,Americas,,2000,,,,,,,,612,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5737904,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,2006,,,,,,,,4148,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5741596,CHOLERA_0000000001,COUNTRY,MOZ,YEAR,AFR,Africa,,2000,,,,,,,,17649,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5747766,CHOLERA_0000000001,COUNTRY,GBR,YEAR,EUR,Europe,,1986,,,,,,,,11,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
5750418,CHOLERA_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,,2005,,,,,,,,749,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5755014,CHOLERA_0000000001,COUNTRY,GAB,YEAR,AFR,Africa,,1979,,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5756132,CHOLERA_0000000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,,1998,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5757423,CHOLERA_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,,2012,,,,,,,,597,597.0,,,,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5760906,CHOLERA_0000000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,,1962,,,,,,,,1293,,,,,2013-06-11T14:04:28+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
5763993,CHOLERA_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,,1994,,,,,,,,2859,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5769478,CHOLERA_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,,2008,,,,,,,,3091,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5787296,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2010,,,,,,,,157,,,,5 of 157 reported cases are imported.,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5790116,CHOLERA_0000000001,COUNTRY,MOZ,YEAR,AFR,Africa,,2006,,,,,,,,6306,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5794821,CHOLERA_0000000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5795446,CHOLERA_0000000001,COUNTRY,NLD,YEAR,EUR,Europe,,1999,,,,,,,,2,,,,2 of 2 reported cases are imported.,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
5798597,CHOLERA_0000000001,COUNTRY,GBR,YEAR,EUR,Europe,,1984,,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
5802304,CHOLERA_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,,1988,,,,,,,,19,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
5807435,CHOLERA_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,,1979,,,,,,,,293,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5810953,CHOLERA_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,,2007,,,,,,,,276,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5817859,CHOLERA_0000000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,1979,,,,,,,,845,,,,,2013-06-11T14:04:28+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
5824906,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1986,,,,,,,,59,,,,,2013-06-11T14:04:28+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
5842407,CHOLERA_0000000001,COUNTRY,GAB,YEAR,AFR,Africa,,2006,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5843616,CHOLERA_0000000001,COUNTRY,MOZ,YEAR,AFR,Africa,,1981,,,,,,,,1753,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
5852074,CHOLERA_0000000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,1992,,,,,,,,97,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5857358,CHOLERA_0000000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,77636,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5858551,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,2008,,,,,,,,45,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5862293,CHOLERA_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,,2001,,,,,,,,247,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5870494,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,1994,,,,,,,,421,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5874691,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,1988,,,,,,,,7267,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
5878625,CHOLERA_0000000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,,1977,,,,,,,,444,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
5889131,CHOLERA_0000000001,COUNTRY,COD,YEAR,AFR,Africa,,1996,,,,,,,,7886,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5890186,CHOLERA_0000000001,COUNTRY,DEU,YEAR,EUR,Europe,,2011,,,,,,,,4 ,,,,4 of 4  reported cases are imported.,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5893329,CHOLERA_0000000001,COUNTRY,HND,YEAR,AMR,Americas,,1994,,,,,,,,5049,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
5900985,CHOLERA_0000000001,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,2002,,,,,,,,118,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5914089,CHOLERA_0000000001,COUNTRY,DEU,YEAR,EUR,Europe,,1992,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5917541,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1989,,,,,,,,67,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
5923810,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1997,,,,,,,,66,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
5939514,CHOLERA_0000000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,1977,,,,,,,,18,,,,,2013-06-11T14:04:28+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
5939889,CHOLERA_0000000001,COUNTRY,ECU,YEAR,AMR,Americas,,1992,,,,,,,,31870,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5945250,CHOLERA_0000000001,COUNTRY,GIN,YEAR,AFR,Africa,,2014,,,,,,,,1,1.0,,,,2015-10-02T09:47:47+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5947749,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,1980,,,,,,,,88,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
5955611,CHOLERA_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,,1993,,,,,,,,10712,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
5960107,CHOLERA_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,,2006,,,,,,,,5194,,,,,2013-06-11T14:04:28+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5986732,CHOLERA_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,,2004,,,,,,,,2767,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5991799,CHOLERA_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,,2011,,,,,,,,279,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6009645,CHOLERA_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,,1991,,,,,,,,113,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6017046,CHOLERA_0000000001,COUNTRY,DZA,YEAR,AFR,Africa,,1975,,,,,,,,1165,,,,,2013-06-11T14:04:28+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
6029933,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,1973,,,,,,,,371,,,,,2013-06-11T14:04:28+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
6034738,CHOLERA_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,,1968,,,,,,,,22587,,,,,2013-06-11T14:04:28+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
6047607,CHOLERA_0000000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,,1984,,,,,,,,67,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
6048509,CHOLERA_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,,1997,,,,,,,,19,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6049028,CHOLERA_0000000001,COUNTRY,GNB,YEAR,AFR,Africa,,2007,,,,,,,,153,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6061928,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1978,,,,,,,,10683,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
6069970,CHOLERA_0000000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,,1975,,,,,,,,110,,,,,2013-06-11T14:04:28+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
6074134,CHOLERA_0000000001,COUNTRY,MLI,YEAR,AFR,Africa,,2012,,,,,,,,219,219.0,,,,2013-10-03T09:18:20+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6075835,CHOLERA_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,,2004,,,,,,,,3380,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6077488,CHOLERA_0000000001,COUNTRY,RUS,YEAR,EUR,Europe,,1998,,,,,,,,10,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
6082998,CHOLERA_0000000001,COUNTRY,ROU,YEAR,EUR,Europe,,1990,,,,,,,,270,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
6087304,CHOLERA_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,,1971,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
6090006,CHOLERA_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2005,,,,,,,,980,,,,4 of 980 reported cases are imported.,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6092569,CHOLERA_0000000001,COUNTRY,DZA,YEAR,AFR,Africa,,1987,,,,,,,,1507,,,,,2013-06-11T14:04:28+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
6099190,CHOLERA_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2014,,,,,,,,45481,45481.0,,,,2015-10-02T09:47:54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6102035,CHOLERA_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,,1984,,,,,,,,1667,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
6111930,CHOLERA_0000000001,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,1972,,,,,,,,322,,,,,2013-06-11T14:04:28+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
6117690,CHOLERA_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,,1966,,,,,,,,204,,,,,2013-06-11T14:04:28+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
6124156,CHOLERA_0000000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,1974,,,,,,,,6,,,,,2013-06-11T14:04:28+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
6130554,CHOLERA_0000000001,COUNTRY,HND,YEAR,AMR,Americas,,1991,,,,,,,,17,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6133232,CHOLERA_0000000001,COUNTRY,PAN,YEAR,AMR,Americas,,1992,,,,,,,,2416,,,,,2013-06-11T14:04:28+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
6136260,CHOLERA_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,,1996,,,,,,,,1306,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6139156,CHOLERA_0000000001,COUNTRY,DNK,YEAR,EUR,Europe,,1994,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6140236,CHOLERA_0000000001,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,1994,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
6144840,CHOLERA_0000000001,COUNTRY,CAN,YEAR,AMR,Americas,,2014,,,,,,,,2,2.0,,,,2015-10-02T09:47:54+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6151253,CHOLERA_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,,1989,,,,,,,,17601,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
6154054,CHOLERA_0000000001,COUNTRY,GBR,YEAR,EUR,Europe,,1970,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
6155533,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1980,,,,,,,,2690,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
6161809,CHOLERA_0000000001,COUNTRY,HUN,YEAR,EUR,Europe,,1997,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6162912,CHOLERA_0000000001,COUNTRY,TZA,YEAR,AFR,Africa,,1993,,,,,,,,792,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
6163842,CHOLERA_0000000001,COUNTRY,DEU,YEAR,EUR,Europe,,1995,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
6164466,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,1989,,,,,,,,8351,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
6165941,CHOLERA_0000000001,COUNTRY,CIV,YEAR,AFR,Africa,,1991,,,,,,,,604,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6176671,CHOLERA_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,,2007,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6178875,CHOLERA_0000000001,COUNTRY,MLI,YEAR,AFR,Africa,,1984,,,,,,,,1795,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
6179095,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,2014,,,,,,,,44,44.0,,,,2015-10-02T09:47:50+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6182122,CHOLERA_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,,1999,,,,,,,,5179,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
6183503,CHOLERA_0000000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,,1988,,,,,,,,1324,,,,,2013-06-11T14:04:28+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
6184392,CHOLERA_0000000001,COUNTRY,SWZ,YEAR,AFR,Africa,,2007,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6185685,CHOLERA_0000000001,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,1990,,,,,,,,4573,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
6187679,CHOLERA_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,,1963,,,,,,,,415,,,,,2013-06-11T14:04:28+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
6209459,CHOLERA_0000000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,,1989,,,,,,,,143,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
6209593,CHOLERA_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,,2003,,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6213563,CHOLERA_0000000001,COUNTRY,GIN,YEAR,AFR,Africa,,2001,,,,,,,,392,,,,,2013-06-11T14:04:28+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6216257,CHOLERA_0000000001,COUNTRY,SYC,YEAR,AFR,Africa,,2005,,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6221824,CHOLERA_0000000001,COUNTRY,UKR,YEAR,EUR,Europe,,2007,,,,,,,,0,,,,1 of 0 reported cases are imported.,2013-06-11T14:04:28+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6228877,CHOLERA_0000000001,COUNTRY,RUS,YEAR,EUR,Europe,,2010,,,,,,,,3,,,,3 of 3 reported cases are imported.,2013-06-11T14:04:28+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6235898,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,1973,,,,,,,,1969,,,,,2013-06-11T14:04:28+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
6239007,CHOLERA_0000000001,COUNTRY,RUS,YEAR,EUR,Europe,,1990,,,,,,,,49,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
6240210,CHOLERA_0000000001,COUNTRY,AUT,YEAR,EUR,Europe,,2005,,,,,,,,1,,,,1 of 1 reported cases are imported.,2013-06-11T14:04:28+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6241906,CHOLERA_0000000001,COUNTRY,PER,YEAR,AMR,Americas,,1996,,,,,,,,4518,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
6253445,CHOLERA_0000000001,COUNTRY,GIN,YEAR,AFR,Africa,,2011,,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6257986,CHOLERA_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,,2004,,,,,,,,586,,,,,2013-06-11T14:04:28+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6258370,CHOLERA_0000000001,COUNTRY,LBR,YEAR,AFR,Africa,,1983,,,,,,,,183,,,,,2013-06-11T14:04:28+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
6264834,CHOLERA_0000000001,COUNTRY,GNB,YEAR,AFR,Africa,,2014,,,,,,,,11,11.0,,,,2015-10-02T09:47:49+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6266138,CHOLERA_0000000001,COUNTRY,KIR,YEAR,WPR,Western Pacific,,1978,,,,,,,,494,,,,,2013-06-11T14:04:28+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
6270046,CHOLERA_0000000001,COUNTRY,RUS,YEAR,EUR,Europe,,1997,,,,,,,,11,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6277163,CHOLERA_0000000001,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,1991,,,,,,,,1892,,,,,2013-06-11T14:04:28+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
6278092,CHOLERA_0000000001,COUNTRY,TGO,YEAR,AFR,Africa,,1999,,,,,,,,667,,,,,2013-06-11T14:04:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
6280973,CHOLERA_0000000001,COUNTRY,ITA,YEAR,EUR,Europe,,1998,,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
6281303,CHOLERA_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,1997,,,,,,,,4170,,,,,2013-06-11T14:04:28+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
6297521,CHOLERA_0000000001,COUNTRY,MRT,YEAR,AFR,Africa,,2002,,,,,,,,80,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6298642,CHOLERA_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2013,,,,,,,,3,3.0,,,2 imported cases,2014-08-29T13:48:35+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6302294,CHOLERA_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,,2008,,,,,,,,234,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6304135,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,2015,,,,,,,,103,103.0,,,,2016-09-16T09:32:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
